"X.timestamp";"MetricName";"Tag_EventHandlerInstance";"Tag_EventHandlerName";"Tag_MC.TrackingId";"Tag_StreamTypeName";"Tag_Type"
"May 20, 2021 @ 09:15:05.423";"Event";"InputVerkooporder.InputVerkooporderProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.389";"Event";"Verkoopfactuur.VerkoopfactuurProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.386";"Event";"Calculations.GbrtnsMtExtrnBrknngBExternalFactCalculationsProjector";"Afas.Runtime.Projector.Standard.StandardStreamProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.382";"Event";"PlayerPersoonRollen.PlayerPersoonRollenProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.382";"Event";"PlayerPersoonRollen.PlayerPersoonRollenProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.381";"Event";"PlayerPersoonRollen.PlayerPersoonRollenProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"PersoonRollen.PersoonRollenAggregateRoot";"PersoonRollen.PersoonRollenPlayerApply_Event"
"May 20, 2021 @ 09:15:05.369";"Event";"Betalingsontvangst.BetalingsontvangstProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.368";"Event";"GemachtigdeBetalingsontvangst.GemachtigdeBetalingsontvangstProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.368";"Event";"BetalingsontvangstDCAfletteren.BetalingsontvangstDCAfletterenProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.365";"Event";"HstrschVrkpfctr.HstrschVrkpfctrProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.364";"Event";"Pakbon.PakbonProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.364";"Event";"GbrtnsMtVrkr.GbrtnsMtVrkrProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Klant.KlantProcessManager";"Klant.Sync_Event"
"May 20, 2021 @ 09:15:05.364";"Event";"PlayerPersoonRollen.PlayerPersoonRollenProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"70835fd3b85146e28b792043e0c1810c";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
"May 20, 2021 @ 09:15:05.361";"Event";"BetalingsontvangstVerzameling.BetalingsontvangstVerzamelingProjector";"Afas.Runtime.Projector.Standard.StandardQueryProjector, Afas.Runtime.Projector";"1af99c6c22094abdba93c2f8a1857894";"Betaler.BetalerProcessManager";"Betaler.Sync_Event"
